Sample in Buffer,Sample in Window,TRIGGER,data/adc_F_data_package/state23[3:0],data/adc_F_data_package/next_state23[3:0],data/adc_F_data_package/adc_data[11:0],data/adc_F_data_package/fifo1[11:0],data/adc_F_data_package/data_fifo2_out[11:0],data/adc_F_data_package/data_fifo3_in[3:0],data/adc_F_data_package/rd_fifo2,data/adc_F_data_package/data_cnt_fifo2[7:0],data/adc_F_data_package/data_cnt_fifo2_use[7:0],data/adc_F_data_package/cnt23[11:0],data/adc_F_data_package/rd_fifo1_1,data/adc_F_data_package/rd_fifo1,data/adc_F_data_package/clk_125m,data/adc_F_data_package/full,data/adc_F_data_package/empty,data/adc_F_data_package/wr_rst_busy,data/adc_F_data_package/rd_rst_busy,data/adc_F_data_package/wr_fifo3,data/adc_F_data_package/fifo23_end,data/adc_F_data_package/rd_fifo3,data/adc_F_data_package/data_cnt_fifo3[9:0],data/adc_F_data_package/data_fifo3_out[3:0],data/adc_F_data_package/full3,data/adc_F_data_package/empty3
187,187,0,0,0,2015,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
188,188,0,0,0,2016,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
189,189,0,0,0,2016,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
190,190,0,0,0,2017,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
191,191,0,0,0,2016,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
192,192,0,0,0,2016,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
193,193,0,0,0,2016,7df,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
194,194,0,0,0,2017,7de,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
195,195,0,0,0,2017,7de,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
196,196,0,0,0,2017,7de,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
197,197,0,0,0,2017,7de,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
198,198,0,0,0,2017,7de,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
199,199,0,0,0,2017,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
200,200,0,0,0,2017,7de,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
201,201,0,0,0,2017,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
202,202,0,0,0,2017,7df,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
203,203,0,0,0,2018,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
204,204,0,0,0,2017,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
205,205,0,0,0,2018,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
206,206,0,0,0,2018,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
207,207,0,0,0,2018,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
208,208,0,0,0,2018,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
209,209,0,0,0,2018,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
210,210,0,0,0,2018,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
211,211,0,0,0,2017,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
212,212,0,0,0,2018,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
213,213,0,0,0,2018,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
214,214,0,0,0,2020,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
215,215,0,0,0,2019,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
216,216,0,0,0,2018,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
217,217,0,0,0,2017,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
218,218,0,0,0,2016,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
219,219,0,0,0,2015,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
220,220,0,0,0,2014,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
221,221,0,0,0,2014,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
222,222,0,0,0,2013,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
223,223,0,0,0,2013,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
224,224,0,0,0,2018,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
225,225,0,0,0,2012,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
226,226,0,0,0,2016,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
227,227,0,0,0,2016,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
228,228,0,0,0,2015,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
229,229,0,0,0,2017,7e4,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
230,230,0,0,0,2017,7e3,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
231,231,0,0,0,2016,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
232,232,0,0,0,2016,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
233,233,0,0,0,2014,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
234,234,0,0,0,2017,7df,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
235,235,0,0,0,2017,7de,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
236,236,0,0,0,2017,7de,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
237,237,0,0,0,2016,7dd,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
238,238,0,0,0,2017,7dd,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
239,239,0,0,0,2016,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
240,240,0,0,0,2017,7dc,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
241,241,0,0,0,2016,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
242,242,0,0,0,2017,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
243,243,0,0,0,2016,7df,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
244,244,0,0,0,2018,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
245,245,0,0,0,2017,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
246,246,0,0,0,2017,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
247,247,0,0,0,2017,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
248,248,0,0,0,2017,7de,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
249,249,0,0,0,2017,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
250,250,0,0,0,2017,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
251,251,0,0,0,2017,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
252,252,0,0,0,2017,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
253,253,0,0,0,2017,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
254,254,0,0,0,2018,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
255,255,0,0,0,2018,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
256,256,0,0,0,2017,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
257,257,0,0,0,2016,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
258,258,0,0,0,2016,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
259,259,0,0,0,2016,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
260,260,0,0,0,2015,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
261,261,0,0,0,2014,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
262,262,0,0,0,2013,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
263,263,0,0,0,2013,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
264,264,0,0,0,2013,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
265,265,0,0,0,2015,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
266,266,0,0,0,2013,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
267,267,0,0,0,2017,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
268,268,0,0,0,2015,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
269,269,0,0,0,2016,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
270,270,0,0,0,2017,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
271,271,0,0,0,2016,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
272,272,0,0,0,2016,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
273,273,0,0,0,2016,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
274,274,0,0,0,2017,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
275,275,0,0,0,2016,7df,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
276,276,0,0,0,2017,7de,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
277,277,0,0,0,2017,7dd,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
278,278,0,0,0,2016,7dd,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
279,279,0,0,0,2017,7dd,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
280,280,0,0,0,2017,7df,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
281,281,0,0,0,2016,7dd,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
282,282,0,0,0,2017,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
283,283,0,0,0,2016,7df,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
284,284,0,0,0,2018,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
285,285,0,0,0,2016,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
286,286,0,0,0,2018,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
287,287,0,0,0,2018,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
288,288,0,0,0,2017,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
289,289,0,0,0,2017,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
290,290,0,0,0,2018,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
291,291,0,0,0,2018,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
292,292,0,0,0,2017,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
293,293,0,0,0,2018,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
294,294,0,0,0,2018,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
295,295,0,0,0,2018,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
296,296,0,0,0,2018,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
297,297,0,0,0,2018,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
298,298,0,0,0,2017,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
299,299,0,0,0,2016,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
300,300,0,0,0,2015,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
301,301,0,0,0,2014,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
302,302,0,0,0,2014,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
303,303,0,0,0,2013,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
304,304,0,0,0,2014,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
305,305,0,0,0,2018,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
306,306,0,0,0,2015,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
307,307,0,0,0,2015,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
308,308,0,0,0,2015,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
309,309,0,0,0,2016,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
310,310,0,0,0,2016,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
311,311,0,0,0,2016,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
312,312,0,0,0,2016,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
313,313,0,0,0,2017,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
314,314,0,0,0,2016,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
315,315,0,0,0,2016,7df,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
316,316,0,0,0,2017,7de,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
317,317,0,0,0,2017,7de,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
318,318,0,0,0,2017,7dd,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
319,319,0,0,0,2015,7de,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
320,320,0,0,0,2017,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
321,321,0,0,0,2017,7df,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
322,322,0,0,0,2016,7df,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
323,323,0,0,0,2016,7df,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
324,324,0,0,0,2017,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
325,325,0,0,0,2016,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
326,326,0,0,0,2017,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
327,327,0,0,0,2017,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
328,328,0,0,0,2015,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
329,329,0,0,0,2016,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
330,330,0,0,0,2017,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
331,331,0,0,0,2016,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
332,332,0,0,0,2017,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
333,333,0,0,0,2016,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
334,334,0,0,0,2018,7df,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
335,335,0,0,0,2016,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
336,336,0,0,0,2017,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
337,337,0,0,0,2017,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
338,338,0,0,0,2016,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
339,339,0,0,0,2017,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
340,340,0,0,0,2014,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
341,341,0,0,0,2015,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
342,342,0,0,0,2013,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
343,343,0,0,0,2013,7df,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
344,344,0,0,0,2012,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
345,345,0,0,0,2011,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
346,346,0,0,0,2017,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
347,347,0,0,0,2013,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
348,348,0,0,0,2015,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
349,349,0,0,0,2015,7e2,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
350,350,0,0,0,2015,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
351,351,0,0,0,2016,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
352,352,0,0,0,2014,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
353,353,0,0,0,2015,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
354,354,0,0,0,2015,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
355,355,0,0,0,2015,7de,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
356,356,0,0,0,2005,7df,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
357,357,0,0,0,1947,7dd,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
358,358,0,0,0,1819,7dd,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
359,359,0,0,0,1752,7dc,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
360,360,0,0,0,1647,7db,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
361,361,0,0,0,1551,7e1,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
362,362,0,0,0,1489,7dd,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
363,363,0,0,0,1398,7df,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
364,364,0,0,0,1341,7df,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
365,365,0,0,0,1300,7df,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
366,366,0,0,0,1231,7e0,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
367,367,0,0,0,1211,7de,7c3,0,0,68,00,000,0,0,1,0,0,0,0,0,1,0,000,4,0,1
368,368,0,0,0,1177,7df,7c3,0,0,68,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
369,369,0,0,0,1137,7df,7c3,0,0,69,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
370,370,0,0,0,1136,7df,7c3,0,0,70,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
371,371,0,0,0,1108,7d5,7c3,0,0,71,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
372,372,0,0,0,1100,79b,7c3,0,0,72,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
373,373,0,0,0,1096,71b,7c3,0,0,73,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
374,374,0,0,0,1083,6d8,7c3,0,0,74,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
375,375,0,0,0,1091,66f,7c3,0,0,75,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
376,376,0,0,0,1088,60f,7c3,0,0,76,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
377,377,0,0,0,1092,5d1,7c3,0,0,77,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
378,378,0,0,0,1102,576,7c3,0,0,78,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
379,379,0,0,0,1105,53d,7c3,0,0,79,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
380,380,0,0,0,1116,514,7c3,0,0,80,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
381,381,0,0,0,1127,4cf,7c3,0,0,81,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
382,382,0,0,0,1138,4bb,7c3,0,0,82,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
383,383,0,0,0,1154,499,7c3,0,0,83,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
384,384,0,0,0,1167,471,7c3,0,0,84,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
385,385,0,0,0,1183,470,7c3,0,0,85,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
386,386,0,0,0,1204,454,7c3,0,0,86,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
387,387,0,0,0,1220,44c,7c3,0,0,87,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
388,388,0,0,0,1236,448,7c3,0,0,88,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
389,389,0,0,0,1258,43b,7c3,0,0,89,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
390,390,0,0,0,1274,443,7c3,0,0,90,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
391,391,0,0,0,1294,440,7c3,0,0,91,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
392,392,0,0,0,1312,444,7c3,0,0,92,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
393,393,0,0,0,1330,44e,7c3,0,0,93,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
394,394,0,0,0,1348,451,7c3,0,0,94,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
395,395,0,0,0,1367,45c,7c3,0,0,95,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
396,396,0,0,0,1383,467,7c3,0,0,96,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
397,397,0,0,0,1402,472,7c3,0,0,97,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
398,398,0,0,0,1421,482,7c3,0,0,98,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
399,399,0,0,0,1436,48f,7c3,0,0,99,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
400,400,0,0,0,1456,49f,7c3,0,0,100,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
401,401,0,0,0,1472,4b4,7c3,0,0,101,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
402,402,0,0,0,1487,4c4,7c3,0,0,102,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
403,403,0,0,0,1504,4d4,7c3,0,0,103,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
404,404,0,0,0,1518,4ea,7c3,0,0,104,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
405,405,0,0,0,1537,4fa,7c3,0,0,105,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
406,406,0,0,0,1549,50e,7c3,0,0,106,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
407,407,0,0,0,1568,520,7c3,0,0,107,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
408,408,0,0,0,1580,532,7c3,0,0,108,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
409,409,0,0,0,1593,544,7c3,0,0,109,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
410,410,0,0,0,1609,557,7c3,0,0,110,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
411,411,0,0,0,1619,567,7c3,0,0,111,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
412,412,0,0,0,1633,57a,7c3,0,0,112,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
413,413,0,0,0,1644,58d,7c3,0,0,113,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
414,414,0,0,0,1656,59c,7c3,0,0,114,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
415,415,0,0,0,1669,5b0,7c3,0,0,115,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
416,416,0,0,0,1677,5c0,7c3,0,0,116,00,000,1,1,1,0,0,0,0,0,1,0,000,4,0,1
