Sample in Buffer,Sample in Window,TRIGGER,data/wr_en_fifo4,data/data_fifo4_in[3:0],data/rd_en_fifo4,data/data_fifo4_out[3:0],data/state34[3:0],data/next_state34[3:0],data/fifo34_start,data/cnt34[13:0],data/trigger,data/rd_en_ttt,data/ttt_out[63:0],data/pre_start,data/data_cnt[12:0],data/cnt_ch[3:0],data/adc_A_rd_fifo3,data/adc_A_data_cnt_fifo3[12:0],data/data_cnt_tem[12:0],data/sd_wr_start,data/event_cnt[63:0],data/full2F,data/led[3:0],data/ttt[63:0],data/ttt_cnt[4:0],data/rd_en_fifo5,data/data_length_fifo5[15:0],data/data_fifo5_out[3:0],data/rd_rst_busy,data/wr_rst_busy,data/full5,data/empty5
4685,4685,0,1,4,0,d,4,4,1,0064,0,0,000002a738519fc8,0,01bb,1,1,0156,01ba,0,0000000000003b2d,0,0,000002a8f5bb1910,1f,0,6874,3,0,0,0,0
4686,4686,0,1,0,0,d,4,4,1,0065,0,0,000002a738519fc8,0,01bb,1,1,0155,01ba,0,0000000000003b2d,0,0,000002a8f5bb1918,1f,0,6875,3,0,0,0,0
4687,4687,0,1,5,0,d,4,4,1,0066,0,0,000002a738519fc8,0,01bb,1,1,0154,01ba,0,0000000000003b2d,0,0,000002a8f5bb1920,1f,0,6876,3,0,0,0,0
4688,4688,0,1,4,0,d,4,4,1,0067,0,0,000002a738519fc8,0,01bb,1,1,0153,01ba,0,0000000000003b2d,0,0,000002a8f5bb1928,1f,0,6877,3,0,0,0,0
4689,4689,0,1,1,0,d,4,4,1,0068,0,0,000002a738519fc8,0,01bb,1,1,0152,01ba,0,0000000000003b2d,0,0,000002a8f5bb1930,1f,0,6878,3,0,0,0,0
4690,4690,0,1,a,0,d,4,4,1,0069,0,0,000002a738519fc8,0,01bb,1,1,0151,01ba,0,0000000000003b2d,0,0,000002a8f5bb1938,1f,0,6879,3,0,0,0,0
4691,4691,0,1,4,0,d,4,4,1,006a,0,0,000002a738519fc8,0,01bb,1,1,0150,01ba,0,0000000000003b2d,0,0,000002a8f5bb1940,1f,0,6880,3,0,0,0,0
4692,4692,0,1,2,0,d,4,4,1,006b,0,0,000002a738519fc8,0,01bb,1,1,014f,01ba,0,0000000000003b2d,0,0,000002a8f5bb1948,1f,0,6881,3,0,0,0,0
4693,4693,0,1,c,0,d,4,4,1,006c,0,0,000002a738519fc8,0,01bb,1,1,014e,01ba,0,0000000000003b2d,0,0,000002a8f5bb1950,1f,0,6882,3,0,0,0,0
4694,4694,0,1,4,0,d,4,4,1,006d,0,0,000002a738519fc8,0,01bb,1,1,014d,01ba,0,0000000000003b2d,0,0,000002a8f5bb1958,1f,0,6883,3,0,0,0,0
4695,4695,0,1,3,0,d,4,4,1,006e,0,0,000002a738519fc8,0,01bb,1,1,014c,01ba,0,0000000000003b2d,0,0,000002a8f5bb1960,1f,0,6884,3,0,0,0,0
4696,4696,0,1,2,0,d,4,4,1,006f,0,0,000002a738519fc8,0,01bb,1,1,014b,01ba,0,0000000000003b2d,0,0,000002a8f5bb1968,1f,0,6885,3,0,0,0,0
4697,4697,0,1,4,0,d,4,4,1,0070,0,0,000002a738519fc8,0,01bb,1,1,014a,01ba,0,0000000000003b2d,0,0,000002a8f5bb1970,1f,0,6886,3,0,0,0,0
4698,4698,0,1,5,0,d,4,4,1,0071,0,0,000002a738519fc8,0,01bb,1,1,0149,01ba,0,0000000000003b2d,0,0,000002a8f5bb1978,1f,0,6887,3,0,0,0,0
4699,4699,0,1,6,0,d,4,4,1,0072,0,0,000002a738519fc8,0,01bb,1,1,0148,01ba,0,0000000000003b2d,0,0,000002a8f5bb1980,1f,0,6888,3,0,0,0,0
4700,4700,0,1,4,0,d,4,4,1,0073,0,0,000002a738519fc8,0,01bb,1,1,0147,01ba,0,0000000000003b2d,0,0,000002a8f5bb1988,1f,0,6889,3,0,0,0,0
4701,4701,0,1,6,0,d,4,4,1,0074,0,0,000002a738519fc8,0,01bb,1,1,0146,01ba,0,0000000000003b2d,0,0,000002a8f5bb1990,1f,0,6890,3,0,0,0,0
4702,4702,0,1,a,0,d,4,4,1,0075,0,0,000002a738519fc8,0,01bb,1,1,0145,01ba,0,0000000000003b2d,0,0,000002a8f5bb1998,1f,0,6891,3,0,0,0,0
4703,4703,0,1,4,0,d,4,4,1,0076,0,0,000002a738519fc8,0,01bb,1,1,0144,01ba,0,0000000000003b2d,0,0,000002a8f5bb19a0,1f,0,6892,3,0,0,0,0
4704,4704,0,1,7,0,d,4,4,1,0077,0,0,000002a738519fc8,0,01bb,1,1,0143,01ba,0,0000000000003b2d,0,0,000002a8f5bb19a8,1f,0,6893,3,0,0,0,0
4705,4705,0,1,2,0,d,4,4,1,0078,0,0,000002a738519fc8,0,01bb,1,1,0142,01ba,0,0000000000003b2d,0,0,000002a8f5bb19b0,1f,0,6894,3,0,0,0,0
4706,4706,0,1,4,0,d,4,4,1,0079,0,0,000002a738519fc8,0,01bb,1,1,0141,01ba,0,0000000000003b2d,0,0,000002a8f5bb19b8,1f,0,6895,3,0,0,0,0
4707,4707,0,1,9,0,d,4,4,1,007a,0,0,000002a738519fc8,0,01bb,1,1,0140,01ba,0,0000000000003b2d,0,0,000002a8f5bb19c0,1f,0,6896,3,0,0,0,0
4708,4708,0,1,6,0,d,4,4,1,007b,0,0,000002a738519fc8,0,01bb,1,1,013f,01ba,0,0000000000003b2d,0,0,000002a8f5bb19c8,1f,0,6897,3,0,0,0,0
4709,4709,0,1,4,0,d,4,4,1,007c,0,0,000002a738519fc8,0,01bb,1,1,013e,01ba,0,0000000000003b2d,0,0,000002a8f5bb19d0,1f,0,6898,3,0,0,0,0
4710,4710,0,1,a,0,d,4,4,1,007d,0,0,000002a738519fc8,0,01bb,1,1,013d,01ba,0,0000000000003b2d,0,0,000002a8f5bb19d8,1f,0,6899,3,0,0,0,0
4711,4711,0,1,a,0,d,4,4,1,007e,0,0,000002a738519fc8,0,01bb,1,1,013c,01ba,0,0000000000003b2d,0,0,000002a8f5bb19e0,1f,0,6900,3,0,0,0,0
4712,4712,0,1,4,0,d,4,4,1,007f,0,0,000002a738519fc8,0,01bb,1,1,013b,01ba,0,0000000000003b2d,0,0,000002a8f5bb19e8,1f,0,6901,3,0,0,0,0
4713,4713,0,1,b,0,d,4,4,1,0080,0,0,000002a738519fc8,0,01bb,1,1,013a,01ba,0,0000000000003b2d,0,0,000002a8f5bb19f0,1f,0,6902,3,0,0,0,0
4714,4714,0,1,0,0,d,4,4,1,0081,0,0,000002a738519fc8,0,01bb,1,1,0139,01ba,0,0000000000003b2d,0,0,000002a8f5bb19f8,1f,0,6903,3,0,0,0,0
4715,4715,0,1,4,0,d,4,4,1,0082,0,0,000002a738519fc8,0,01bb,1,1,0138,01ba,0,0000000000003b2d,0,0,000002a8f5bb1a00,1f,0,6904,3,0,0,0,0
4716,4716,0,1,d,0,d,4,4,1,0083,0,0,000002a738519fc8,0,01bb,1,1,0137,01ba,0,0000000000003b2d,0,0,000002a8f5bb1a08,1f,0,6905,3,0,0,0,0
4717,4717,0,1,4,0,d,4,4,1,0084,0,0,000002a738519fc8,0,01bb,1,1,0136,01ba,0,0000000000003b2d,0,0,000002a8f5bb1a10,1f,0,6906,3,0,0,0,0
4718,4718,0,1,4,0,d,4,4,1,0085,0,0,000002a738519fc8,0,01bb,1,1,0135,01ba,0,0000000000003b2d,0,0,000002a8f5bb1a18,1f,0,6907,3,0,0,0,0
4719,4719,0,1,e,0,d,4,4,1,0086,0,0,000002a738519fc8,0,01bb,1,1,0134,01ba,0,0000000000003b2d,0,0,000002a8f5bb1a20,1f,0,6908,3,0,0,0,0
4720,4720,0,1,9,0,d,4,4,1,0087,0,0,000002a738519fc8,0,01bb,1,1,0133,01ba,0,0000000000003b2d,0,0,000002a8f5bb1a28,1f,0,6909,3,0,0,0,0
4721,4721,0,1,4,0,d,4,4,1,0088,0,0,000002a738519fc8,0,01bb,1,1,0132,01ba,0,0000000000003b2d,0,0,000002a8f5bb1a30,1f,0,6910,3,0,0,0,0
4722,4722,0,1,f,0,d,4,4,1,0089,0,0,000002a738519fc8,0,01bb,1,1,0131,01ba,0,0000000000003b2d,0,0,000002a8f5bb1a38,1f,0,6911,3,0,0,0,0
4723,4723,0,1,d,0,d,4,4,1,008a,0,0,000002a738519fc8,0,01bb,1,1,0130,01ba,0,0000000000003b2d,0,0,000002a8f5bb1a40,1f,0,6912,3,0,0,0,0
4724,4724,0,1,5,0,d,4,4,1,008b,0,0,000002a738519fc8,0,01bb,1,1,012f,01ba,0,0000000000003b2d,0,0,000002a8f5bb1a48,1f,0,6913,3,0,0,0,0
4725,4725,0,1,0,0,d,4,4,1,008c,0,0,000002a738519fc8,0,01bb,1,1,012e,01ba,0,0000000000003b2d,0,0,000002a8f5bb1a50,1f,0,6914,3,0,0,0,0
4726,4726,0,1,2,0,d,4,4,1,008d,0,0,000002a738519fc8,0,01bb,1,1,012d,01ba,0,0000000000003b2d,0,0,000002a8f5bb1a58,1f,0,6915,3,0,0,0,0
4727,4727,0,1,5,0,d,4,4,1,008e,0,0,000002a738519fc8,0,01bb,1,1,012c,01ba,0,0000000000003b2d,0,0,000002a8f5bb1a60,1f,0,6916,3,0,0,0,0
4728,4728,0,1,2,0,d,4,4,1,008f,0,0,000002a738519fc8,0,01bb,1,1,012b,01ba,0,0000000000003b2d,0,0,000002a8f5bb1a68,1f,0,6917,3,0,0,0,0
4729,4729,0,1,6,0,d,4,4,1,0090,0,0,000002a738519fc8,0,01bb,1,1,012a,01ba,0,0000000000003b2d,0,0,000002a8f5bb1a70,1f,0,6918,3,0,0,0,0
4730,4730,0,1,5,0,d,4,4,1,0091,0,0,000002a738519fc8,0,01bb,1,1,0129,01ba,0,0000000000003b2d,0,0,000002a8f5bb1a78,1f,0,6919,3,0,0,0,0
4731,4731,0,1,3,0,d,4,4,1,0092,0,0,000002a738519fc8,0,01bb,1,1,0128,01ba,0,0000000000003b2d,0,0,000002a8f5bb1a80,1f,0,6920,3,0,0,0,0
4732,4732,0,1,7,0,d,4,4,1,0093,0,0,000002a738519fc8,0,01bb,1,1,0127,01ba,0,0000000000003b2d,0,0,000002a8f5bb1a88,1f,0,6921,3,0,0,0,0
4733,4733,0,1,5,0,d,4,4,1,0094,0,0,000002a738519fc8,0,01bb,1,1,0126,01ba,0,0000000000003b2d,0,0,000002a8f5bb1a90,1f,0,6922,3,0,0,0,0
4734,4734,0,1,4,0,d,4,4,1,0095,0,0,000002a738519fc8,0,01bb,1,1,0125,01ba,0,0000000000003b2d,0,0,000002a8f5bb1a98,1f,0,6923,3,0,0,0,0
4735,4735,0,1,e,0,d,4,4,1,0096,0,0,000002a738519fc8,0,01bb,1,1,0124,01ba,0,0000000000003b2d,0,0,000002a8f5bb1aa0,1f,0,6924,3,0,0,0,0
4736,4736,0,1,5,0,d,4,4,1,0097,0,0,000002a738519fc8,0,01bb,1,1,0123,01ba,0,0000000000003b2d,0,0,000002a8f5bb1aa8,1f,0,6925,3,0,0,0,0
4737,4737,0,1,5,0,d,4,4,1,0098,0,0,000002a738519fc8,0,01bb,1,1,0122,01ba,0,0000000000003b2d,0,0,000002a8f5bb1ab0,1f,0,6926,3,0,0,0,0
4738,4738,0,1,2,0,d,4,4,1,0099,0,0,000002a738519fc8,0,01bb,1,1,0121,01ba,0,0000000000003b2d,0,0,000002a8f5bb1ab8,1f,0,6927,3,0,0,0,0
4739,4739,0,1,5,0,d,4,4,1,009a,0,0,000002a738519fc8,0,01bb,1,1,0120,01ba,0,0000000000003b2d,0,0,000002a8f5bb1ac0,1f,0,6928,3,0,0,0,0
4740,4740,0,1,7,0,d,4,4,1,009b,0,0,000002a738519fc8,0,01bb,1,1,011f,01ba,0,0000000000003b2d,0,0,000002a8f5bb1ac8,1f,0,6929,3,0,0,0,0
4741,4741,0,1,9,0,d,4,4,1,009c,0,0,000002a738519fc8,0,01bb,1,1,011e,01ba,0,0000000000003b2d,0,0,000002a8f5bb1ad0,1f,0,6930,3,0,0,0,0
4742,4742,0,1,5,0,d,4,4,1,009d,0,0,000002a738519fc8,0,01bb,1,1,011d,01ba,0,0000000000003b2d,0,0,000002a8f5bb1ad8,1f,0,6931,3,0,0,0,0
4743,4743,0,1,8,0,d,4,4,1,009e,0,0,000002a738519fc8,0,01bb,1,1,011c,01ba,0,0000000000003b2d,0,0,000002a8f5bb1ae0,1f,0,6932,3,0,0,0,0
4744,4744,0,1,6,0,d,4,4,1,009f,0,0,000002a738519fc8,0,01bb,1,1,011b,01ba,0,0000000000003b2d,0,0,000002a8f5bb1ae8,1f,0,6933,3,0,0,0,0
4745,4745,0,1,5,0,d,4,4,1,00a0,0,0,000002a738519fc8,0,01bb,1,1,011a,01ba,0,0000000000003b2d,0,0,000002a8f5bb1af0,1f,0,6934,3,0,0,0,0
4746,4746,0,1,9,0,d,4,4,1,00a1,0,0,000002a738519fc8,0,01bb,1,1,0119,01ba,0,0000000000003b2d,0,0,000002a8f5bb1af8,1f,0,6935,3,0,0,0,0
4747,4747,0,1,1,0,d,4,4,1,00a2,0,0,000002a738519fc8,0,01bb,1,1,0118,01ba,0,0000000000003b2d,0,0,000002a8f5bb1b00,1f,0,6936,3,0,0,0,0
4748,4748,0,1,5,0,d,4,4,1,00a3,0,0,000002a738519fc8,0,01bb,1,1,0117,01ba,0,0000000000003b2d,0,0,000002a8f5bb1b08,1f,0,6937,3,0,0,0,0
4749,4749,0,1,b,0,d,4,4,1,00a4,0,0,000002a738519fc8,0,01bb,1,1,0116,01ba,0,0000000000003b2d,0,0,000002a8f5bb1b10,1f,0,6938,3,0,0,0,0
4750,4750,0,1,b,0,d,4,4,1,00a5,0,0,000002a738519fc8,0,01bb,1,1,0115,01ba,0,0000000000003b2d,0,0,000002a8f5bb1b18,1f,0,6939,3,0,0,0,0
4751,4751,0,1,5,0,d,4,4,1,00a6,0,0,000002a738519fc8,0,01bb,1,1,0114,01ba,0,0000000000003b2d,0,0,000002a8f5bb1b20,1f,0,6940,3,0,0,0,0
4752,4752,0,1,b,0,d,4,4,1,00a7,0,0,000002a738519fc8,0,01bb,1,1,0113,01ba,0,0000000000003b2d,0,0,000002a8f5bb1b28,1f,0,6941,3,0,0,0,0
4753,4753,0,1,c,0,d,4,4,1,00a8,0,0,000002a738519fc8,0,01bb,1,1,0112,01ba,0,0000000000003b2d,0,0,000002a8f5bb1b30,1f,0,6942,3,0,0,0,0
4754,4754,0,1,5,0,d,4,4,1,00a9,0,0,000002a738519fc8,0,01bb,1,1,0111,01ba,0,0000000000003b2d,0,0,000002a8f5bb1b38,1f,0,6943,3,0,0,0,0
4755,4755,0,1,c,0,d,4,4,1,00aa,0,0,000002a738519fc8,0,01bb,1,1,0110,01ba,0,0000000000003b2d,0,0,000002a8f5bb1b40,1f,0,6944,3,0,0,0,0
4756,4756,0,1,0,0,d,4,4,1,00ab,0,0,000002a738519fc8,0,01bb,1,1,010f,01ba,0,0000000000003b2d,0,0,000002a8f5bb1b48,1f,0,6945,3,0,0,0,0
4757,4757,0,1,5,0,d,4,4,1,00ac,0,0,000002a738519fc8,0,01bb,1,1,010e,01ba,0,0000000000003b2d,0,0,000002a8f5bb1b50,1f,0,6946,3,0,0,0,0
4758,4758,0,1,e,0,d,4,4,1,00ad,0,0,000002a738519fc8,0,01bb,1,1,010d,01ba,0,0000000000003b2d,0,0,000002a8f5bb1b58,1f,0,6947,3,0,0,0,0
4759,4759,0,1,a,0,d,4,4,1,00ae,0,0,000002a738519fc8,0,01bb,1,1,010c,01ba,0,0000000000003b2d,0,0,000002a8f5bb1b60,1f,0,6948,3,0,0,0,0
4760,4760,0,1,5,0,d,4,4,1,00af,0,0,000002a738519fc8,0,01bb,1,1,010b,01ba,0,0000000000003b2d,0,0,000002a8f5bb1b68,1f,0,6949,3,0,0,0,0
4761,4761,0,1,e,0,d,4,4,1,00b0,0,0,000002a738519fc8,0,01bb,1,1,010a,01ba,0,0000000000003b2d,0,0,000002a8f5bb1b70,1f,0,6950,3,0,0,0,0
4762,4762,0,1,b,0,d,4,4,1,00b1,0,0,000002a738519fc8,0,01bb,1,1,0109,01ba,0,0000000000003b2d,0,0,000002a8f5bb1b78,1f,0,6951,3,0,0,0,0
4763,4763,0,1,5,0,d,4,4,1,00b2,0,0,000002a738519fc8,0,01bb,1,1,0108,01ba,0,0000000000003b2d,0,0,000002a8f5bb1b80,1f,0,6952,3,0,0,0,0
4764,4764,0,1,f,0,d,4,4,1,00b3,0,0,000002a738519fc8,0,01bb,1,1,0107,01ba,0,0000000000003b2d,0,0,000002a8f5bb1b88,1f,0,6953,3,0,0,0,0
4765,4765,0,1,a,0,d,4,4,1,00b4,0,0,000002a738519fc8,0,01bb,1,1,0106,01ba,0,0000000000003b2d,0,0,000002a8f5bb1b90,1f,0,6954,3,0,0,0,0
4766,4766,0,1,6,0,d,4,4,1,00b5,0,0,000002a738519fc8,0,01bb,1,1,0105,01ba,0,0000000000003b2d,0,0,000002a8f5bb1b98,1f,0,6955,3,0,0,0,0
4767,4767,0,1,0,0,d,4,4,1,00b6,0,0,000002a738519fc8,0,01bb,1,1,0104,01ba,0,0000000000003b2d,0,0,000002a8f5bb1ba0,1f,0,6956,3,0,0,0,0
4768,4768,0,1,7,0,d,4,4,1,00b7,0,0,000002a738519fc8,0,01bb,1,1,0103,01ba,0,0000000000003b2d,0,0,000002a8f5bb1ba8,1f,0,6957,3,0,0,0,0
4769,4769,0,1,6,0,d,4,4,1,00b8,0,0,000002a738519fc8,0,01bb,1,1,0102,01ba,0,0000000000003b2d,0,0,000002a8f5bb1bb0,1f,0,6958,3,0,0,0,0
4770,4770,0,1,1,0,d,4,4,1,00b9,0,0,000002a738519fc8,0,01bb,1,1,0101,01ba,0,0000000000003b2d,0,0,000002a8f5bb1bb8,1f,0,6959,3,0,0,0,0
4771,4771,0,1,7,0,d,4,4,1,00ba,0,0,000002a738519fc8,0,01bb,1,1,0100,01ba,0,0000000000003b2d,0,0,000002a8f5bb1bc0,1f,0,6960,3,0,0,0,0
4772,4772,0,1,6,0,d,4,4,1,00bb,0,0,000002a738519fc8,0,01bb,1,1,00ff,01ba,0,0000000000003b2d,0,0,000002a8f5bb1bc8,1f,0,6961,3,0,0,0,0
4773,4773,0,1,2,0,d,4,4,1,00bc,0,0,000002a738519fc8,0,01bb,1,1,00fe,01ba,0,0000000000003b2d,0,0,000002a8f5bb1bd0,1f,0,6962,3,0,0,0,0
4774,4774,0,1,4,0,d,4,4,1,00bd,0,0,000002a738519fc8,0,01bb,1,1,00fd,01ba,0,0000000000003b2d,0,0,000002a8f5bb1bd8,1f,0,6963,3,0,0,0,0
4775,4775,0,1,6,0,d,4,4,1,00be,0,0,000002a738519fc8,0,01bb,1,1,00fc,01ba,0,0000000000003b2d,0,0,000002a8f5bb1be0,1f,0,6964,3,0,0,0,0
4776,4776,0,1,3,0,d,4,4,1,00bf,0,0,000002a738519fc8,0,01bb,1,1,00fb,01ba,0,0000000000003b2d,0,0,000002a8f5bb1be8,1f,0,6965,3,0,0,0,0
4777,4777,0,1,1,0,d,4,4,1,00c0,0,0,000002a738519fc8,0,01bb,1,1,00fa,01ba,0,0000000000003b2d,0,0,000002a8f5bb1bf0,1f,0,6966,3,0,0,0,0
4778,4778,0,1,6,0,d,4,4,1,00c1,0,0,000002a738519fc8,0,01bb,1,1,00f9,01ba,0,0000000000003b2d,0,0,000002a8f5bb1bf8,1f,0,6967,3,0,0,0,0
4779,4779,0,1,4,0,d,4,4,1,00c2,0,0,000002a738519fc8,0,01bb,1,1,00f8,01ba,0,0000000000003b2d,0,0,000002a8f5bb1c00,1f,0,6968,3,0,0,0,0
4780,4780,0,1,f,0,d,4,4,1,00c3,0,0,000002a738519fc8,0,01bb,1,1,00f7,01ba,0,0000000000003b2d,0,0,000002a8f5bb1c08,1f,0,6969,3,0,0,0,0
4781,4781,0,1,6,0,d,4,4,1,00c4,0,0,000002a738519fc8,0,01bb,1,1,00f6,01ba,0,0000000000003b2d,0,0,000002a8f5bb1c10,1f,0,6970,3,0,0,0,0
4782,4782,0,1,4,0,d,4,4,1,00c5,0,0,000002a738519fc8,0,01bb,1,1,00f5,01ba,0,0000000000003b2d,0,0,000002a8f5bb1c18,1f,0,6971,3,0,0,0,0
4783,4783,0,1,c,0,d,4,4,1,00c6,0,0,000002a738519fc8,0,01bb,1,1,00f4,01ba,0,0000000000003b2d,0,0,000002a8f5bb1c20,1f,0,6972,3,0,0,0,0
4784,4784,0,1,6,0,d,4,4,1,00c7,0,0,000002a738519fc8,0,01bb,1,1,00f3,01ba,0,0000000000003b2d,0,0,000002a8f5bb1c28,1f,0,6973,3,0,0,0,0
4785,4785,0,1,5,0,d,4,4,1,00c8,0,0,000002a738519fc8,0,01bb,1,1,00f2,01ba,0,0000000000003b2d,0,0,000002a8f5bb1c30,1f,0,6974,3,0,0,0,0
4786,4786,0,1,8,0,d,4,4,1,00c9,0,0,000002a738519fc8,0,01bb,1,1,00f1,01ba,0,0000000000003b2d,0,0,000002a8f5bb1c38,1f,0,6975,3,0,0,0,0
4787,4787,0,1,6,0,d,4,4,1,00ca,0,0,000002a738519fc8,0,01bb,1,1,00f0,01ba,0,0000000000003b2d,0,0,000002a8f5bb1c40,1f,0,6976,3,0,0,0,0
4788,4788,0,1,6,0,d,4,4,1,00cb,0,0,000002a738519fc8,0,01bb,1,1,00ef,01ba,0,0000000000003b2d,0,0,000002a8f5bb1c48,1f,0,6977,3,0,0,0,0
4789,4789,0,1,3,0,d,4,4,1,00cc,0,0,000002a738519fc8,0,01bb,1,1,00ee,01ba,0,0000000000003b2d,0,0,000002a8f5bb1c50,1f,0,6978,3,0,0,0,0
4790,4790,0,1,6,0,d,4,4,1,00cd,0,0,000002a738519fc8,0,01bb,1,1,00ed,01ba,0,0000000000003b2d,0,0,000002a8f5bb1c58,1f,0,6979,3,0,0,0,0
4791,4791,0,1,7,0,d,4,4,1,00ce,0,0,000002a738519fc8,0,01bb,1,1,00ec,01ba,0,0000000000003b2d,0,0,000002a8f5bb1c60,1f,0,6980,3,0,0,0,0
4792,4792,0,1,e,0,d,4,4,1,00cf,0,0,000002a738519fc8,0,01bb,1,1,00eb,01ba,0,0000000000003b2d,0,0,000002a8f5bb1c68,1f,0,6981,3,0,0,0,0
4793,4793,0,1,6,0,d,4,4,1,00d0,0,0,000002a738519fc8,0,01bb,1,1,00ea,01ba,0,0000000000003b2d,0,0,000002a8f5bb1c70,1f,0,6982,3,0,0,0,0
4794,4794,0,1,7,0,d,4,4,1,00d1,0,0,000002a738519fc8,0,01bb,1,1,00e9,01ba,0,0000000000003b2d,0,0,000002a8f5bb1c78,1f,0,6983,3,0,0,0,0
4795,4795,0,1,a,0,d,4,4,1,00d2,0,0,000002a738519fc8,0,01bb,1,1,00e8,01ba,0,0000000000003b2d,0,0,000002a8f5bb1c80,1f,0,6984,3,0,0,0,0
4796,4796,0,1,6,0,d,4,4,1,00d3,0,0,000002a738519fc8,0,01bb,1,1,00e7,01ba,0,0000000000003b2d,0,0,000002a8f5bb1c88,1f,0,6985,3,0,0,0,0
4797,4797,0,1,8,0,d,4,4,1,00d4,0,0,000002a738519fc8,0,01bb,1,1,00e6,01ba,0,0000000000003b2d,0,0,000002a8f5bb1c90,1f,0,6986,3,0,0,0,0
4798,4798,0,1,4,0,d,4,4,1,00d5,0,0,000002a738519fc8,0,01bb,1,1,00e5,01ba,0,0000000000003b2d,0,0,000002a8f5bb1c98,1f,0,6987,3,0,0,0,0
4799,4799,0,1,6,0,d,4,4,1,00d6,0,0,000002a738519fc8,0,01bb,1,1,00e4,01ba,0,0000000000003b2d,0,0,000002a8f5bb1ca0,1f,0,6988,3,0,0,0,0
4800,4800,0,1,9,0,d,4,4,1,00d7,0,0,000002a738519fc8,0,01bb,1,1,00e3,01ba,0,0000000000003b2d,0,0,000002a8f5bb1ca8,1f,0,6989,3,0,0,0,0
4801,4801,0,1,f,0,d,4,4,1,00d8,0,0,000002a738519fc8,0,01bb,1,1,00e2,01ba,0,0000000000003b2d,0,0,000002a8f5bb1cb0,1f,0,6990,3,0,0,0,0
4802,4802,0,1,6,0,d,4,4,1,00d9,0,0,000002a738519fc8,0,01bb,1,1,00e1,01ba,0,0000000000003b2d,0,0,000002a8f5bb1cb8,1f,0,6991,3,0,0,0,0
4803,4803,0,1,9,0,d,4,4,1,00da,0,0,000002a738519fc8,0,01bb,1,1,00e0,01ba,0,0000000000003b2d,0,0,000002a8f5bb1cc0,1f,0,6992,3,0,0,0,0
4804,4804,0,1,9,0,d,4,4,1,00db,0,0,000002a738519fc8,0,01bb,1,1,00df,01ba,0,0000000000003b2d,0,0,000002a8f5bb1cc8,1f,0,6993,3,0,0,0,0
4805,4805,0,1,6,0,d,4,4,1,00dc,0,0,000002a738519fc8,0,01bb,1,1,00de,01ba,0,0000000000003b2d,0,0,000002a8f5bb1cd0,1f,0,6994,3,0,0,0,0
4806,4806,0,1,a,0,d,4,4,1,00dd,0,0,000002a738519fc8,0,01bb,1,1,00dd,01ba,0,0000000000003b2d,0,0,000002a8f5bb1cd8,1f,0,6995,3,0,0,0,0
4807,4807,0,1,2,0,d,4,4,1,00de,0,0,000002a738519fc8,0,01bb,1,1,00dc,01ba,0,0000000000003b2d,0,0,000002a8f5bb1ce0,1f,0,6996,3,0,0,0,0
4808,4808,0,1,6,0,d,4,4,1,00df,0,0,000002a738519fc8,0,01bb,1,1,00db,01ba,0,0000000000003b2d,0,0,000002a8f5bb1ce8,1f,0,6997,3,0,0,0,0
4809,4809,0,1,b,0,d,4,4,1,00e0,0,0,000002a738519fc8,0,01bb,1,1,00da,01ba,0,0000000000003b2d,0,0,000002a8f5bb1cf0,1f,0,6998,3,0,0,0,0
4810,4810,0,1,e,0,d,4,4,1,00e1,0,0,000002a738519fc8,0,01bb,1,1,00d9,01ba,0,0000000000003b2d,0,0,000002a8f5bb1cf8,1f,0,6999,3,0,0,0,0
4811,4811,0,1,6,0,d,4,4,1,00e2,0,0,000002a738519fc8,0,01bb,1,1,00d8,01ba,0,0000000000003b2d,0,0,000002a8f5bb1d00,1f,0,7000,3,0,0,0,0
4812,4812,0,1,b,0,d,4,4,1,00e3,0,0,000002a738519fc8,0,01bb,1,1,00d7,01ba,0,0000000000003b2d,0,0,000002a8f5bb1d08,1f,0,7001,3,0,0,0,0
4813,4813,0,1,7,0,d,4,4,1,00e4,0,0,000002a738519fc8,0,01bb,1,1,00d6,01ba,0,0000000000003b2d,0,0,000002a8f5bb1d10,1f,0,7002,3,0,0,0,0
4814,4814,0,1,6,0,d,4,4,1,00e5,0,0,000002a738519fc8,0,01bb,1,1,00d5,01ba,0,0000000000003b2d,0,0,000002a8f5bb1d18,1f,0,7003,3,0,0,0,0
4815,4815,0,1,c,0,d,4,4,1,00e6,0,0,000002a738519fc8,0,01bb,1,1,00d4,01ba,0,0000000000003b2d,0,0,000002a8f5bb1d20,1f,0,7004,3,0,0,0,0
4816,4816,0,1,0,0,d,4,4,1,00e7,0,0,000002a738519fc8,0,01bb,1,1,00d3,01ba,0,0000000000003b2d,0,0,000002a8f5bb1d28,1f,0,7005,3,0,0,0,0
4817,4817,0,1,6,0,d,4,4,1,00e8,0,0,000002a738519fc8,0,01bb,1,1,00d2,01ba,0,0000000000003b2d,0,0,000002a8f5bb1d30,1f,0,7006,3,0,0,0,0
4818,4818,0,1,d,0,d,4,4,1,00e9,0,0,000002a738519fc8,0,01bb,1,1,00d1,01ba,0,0000000000003b2d,0,0,000002a8f5bb1d38,1f,0,7007,3,0,0,0,0
4819,4819,0,1,a,0,d,4,4,1,00ea,0,0,000002a738519fc8,0,01bb,1,1,00d0,01ba,0,0000000000003b2d,0,0,000002a8f5bb1d40,1f,0,7008,3,0,0,0,0
